		reference	motus3	metaphlan4	metaphlan3	kraken2
SAMEA2466940	Lost_abundance	-2.220446049250313e-16	0.0	0.0	0.0	0.027571251548946685
SAMEA2466940	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.13261648745519714
SAMEA2466941	Kept_abundance	1.0	1.0	0.9999999999999999	1.0000000000000002	0.9566066838046272
SAMEA2466941	Kept_mOTUs	161.0	174.0	144.0	91.0	444.0
SAMEA2466941	Raw_mOTUs	161.0	174.0	144.0	91.0	512.0
SAMEA2466941	Lost_mOTUs	0.0	0.0	0.0	0.0	68.0
SAMEA2466941	Lost_abundance	0.0	0.0	1.1102230246251565e-16	-2.220446049250313e-16	0.04339331619537279
SAMEA2466941	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.1328125
SAMEA2466942	Kept_abundance	1.0	1.0	0.9999999999999999	1.0	0.9834591129949343
SAMEA2466942	Kept_mOTUs	321.0	315.0	275.0	127.0	548.0
SAMEA2466942	Raw_mOTUs	321.0	315.0	275.0	127.0	620.0
SAMEA2466942	Lost_mOTUs	0.0	0.0	0.0	0.0	72.0
