mOTU	msp
ext_mOTU_v3_23206	msp_1640
ref_mOTU_v3_03622	msp_1622
ref_mOTU_v3_04828	msp_0713
meta_mOTU_v3_14274	msp_0104:0.19131063589808892,msp_0164:0.8086893641019111
ref_mOTU_v3_10024	msp_0593
ext_mOTU_v3_17708	msp_1422:0.5870318424354912,msp_1644:0.41296815756450866
ext_mOTU_v3_15339	msp_0338:0.22289603856178958,msp_0580:0.3553255459276417,msp_0621:0.42177841551056866
ext_mOTU_v3_17711	msp_1060c
ref_mOTU_v3_05221	msp_0181
ref_mOTU_v3_11916	msp_1403
ref_mOTU_v3_00070	msp_0005
ref_mOTU_v3_04664	msp_0763
ref_mOTU_v3_01005	msp_0610
ref_mOTU_v3_04403	msp_1223c
ref_mOTU_v3_05921	msp_1556
ref_mOTU_v3_00187	msp_0306
ext_mOTU_v3_16248	msp_1353
ref_mOTU_v3_07602	msp_0052
ref_mOTU_v3_03474	msp_0022
ext_mOTU_v3_26965	msp_1171
ref_mOTU_v3_00098	msp_0005
meta_mOTU_v3_13333	msp_1244
ref_mOTU_v3_04389	msp_0925:0.46576646989538495,msp_1059c:0.18670242348497726,msp_1196:0.1172703834345142,msp_1220:0.03755325099156522,msp_1265:0.19270747219355838
meta_mOTU_v3_12863	msp_1258
ext_mOTU_v3_26944	msp_0657
ext_mOTU_v3_18234	msp_0991
meta_mOTU_v3_13471	msp_0893:0.5533054676408767,msp_1255:0.4466945323591232
meta_mOTU_v3_12828	msp_1175
ref_mOTU_v3_01304	msp_0158:0.49276623019409155,msp_0395:0.13265691522646883,msp_0422:0.37457685457943957
meta_mOTU_v3_13345	msp_0738
meta_mOTU_v3_14404	msp_1947
meta_mOTU_v3_13010	msp_1613
meta_mOTU_v3_14146	msp_1086
ext_mOTU_v3_18006	msp_0271
ext_mOTU_v3_17601	msp_0095
meta_mOTU_v3_13218	msp_0881
ext_mOTU_v3_17330	msp_1244
ext_mOTU_v3_26939	msp_0172:0.34752571272034954,msp_0776:0.6524742872796505
ext_mOTU_v3_26955	msp_0986:0.18497850344451475,msp_1156:0.3825504094672833,msp_1264c:0.43247108708820203
meta_mOTU_v3_13424	msp_0391
ext_mOTU_v3_17864	msp_0034:0.6251097453906935,msp_0684:0.3748902546093064
ref_mOTU_v3_07686	msp_1043
meta_mOTU_v3_13433	msp_0568
ext_mOTU_v3_18127	msp_0125:0.1190784685752911,msp_0126:0.11174497752278842,msp_0286:0.20499078650712865,msp_0735:0.4558750326800324,msp_1466:0.10831073471475947
ext_mOTU_v3_24989	msp_0314
ref_mOTU_v3_07315	msp_0342
ref_mOTU_v3_01593	msp_0700
meta_mOTU_v3_12255	msp_0521
ref_mOTU_v3_01595	msp_0250
ext_mOTU_v3_26981	msp_0821
ext_mOTU_v3_17822	msp_0041
ext_mOTU_v3_17908	msp_0072:0.7953293567692566,msp_0131:0.0969163432813601,msp_1060c:0.10775429994938317
meta_mOTU_v3_13819	msp_0735
meta_mOTU_v3_13037	msp_0869
ext_mOTU_v3_33781	msp_1295
ext_mOTU_v3_26989	msp_0287:0.05019861222070472,msp_0624:0.5429934392324117,msp_0944:0.08653767493939671,msp_1712:0.32027027360748683
meta_mOTU_v3_12610	msp_0903
ext_mOTU_v3_18248	msp_1824
ref_mOTU_v3_07693	msp_0598
ref_mOTU_v3_00858	msp_0168
ref_mOTU_v3_11608	msp_0422:0.7277882797731569,msp_0621:0.2722117202268431
ext_mOTU_v3_26948	msp_0521:0.4573502722323049,msp_1108:0.542649727767695
ref_mOTU_v3_03442	msp_0009
ref_mOTU_v3_00323	msp_0403:0.2583485405547475,msp_1489c:0.7416514594452526
ref_mOTU_v3_06478	msp_1788
ext_mOTU_v3_26400	msp_0422:0.43859649122807015,msp_1113c:0.5614035087719299
meta_mOTU_v3_13563	msp_0849
meta_mOTU_v3_13945	msp_0353
ref_mOTU_v3_09408	msp_0543c
meta_mOTU_v3_13659	msp_0558
ref_mOTU_v3_07673	msp_0378
ext_mOTU_v3_26572	msp_0060:0.5686644092758697,msp_0176:0.2649796155216311,msp_0373:0.08647216532803173,msp_1169c:0.07988380987446742
meta_mOTU_v3_14449	msp_1550
ref_mOTU_v3_01836	msp_1801
ref_mOTU_v3_00201	msp_0174
meta_mOTU_v3_14346	msp_1012
meta_mOTU_v3_12430	msp_0586
meta_mOTU_v3_12233	msp_0144
ext_mOTU_v3_15349	msp_1693
ref_mOTU_v3_03632	msp_0050
ref_mOTU_v3_09389	msp_0422
ext_mOTU_v3_26362	msp_1244
meta_mOTU_v3_13212	msp_1617
ref_mOTU_v3_00584	msp_1223c
ref_mOTU_v3_11256	msp_1714
meta_mOTU_v3_13002	msp_1946
ext_mOTU_v3_17608	msp_1856
ext_mOTU_v3_17393	msp_0704
ref_mOTU_v3_02629	msp_0082c
ext_mOTU_v3_26465	msp_0251
ext_mOTU_v3_18169	msp_0490:0.4746224832214765,msp_0807:0.2840930275913497,msp_0976:0.2412844891871737
ref_mOTU_v3_03650	msp_0057
meta_mOTU_v3_12546	msp_2013
meta_mOTU_v3_14283	msp_0471
ref_mOTU_v3_08254	msp_1196:0.273327828241123,msp_1265:0.7266721717588769
meta_mOTU_v3_13893	msp_1095
ext_mOTU_v3_26224	msp_0531:0.20708083286908927,msp_1178:0.19922352571274604,msp_1987:0.47455491518092313,msp_2058:0.11914072623724163
ref_mOTU_v3_03645	msp_0260
ext_mOTU_v3_28892	msp_0742
meta_mOTU_v3_13201	msp_1738
ext_mOTU_v3_26248	msp_1060c:0.6719546742209631,msp_1347c:0.3280453257790368
ext_mOTU_v3_26519	msp_0306:0.2971124833208303,msp_0319:0.16745721066086597,msp_0682:0.12874850869905774,msp_0932:0.40668179731924586
ref_mOTU_v3_05236	msp_1724
ref_mOTU_v3_04195	msp_0974c
ext_mOTU_v3_26791	msp_0039
meta_mOTU_v3_12975	msp_0876
ref_mOTU_v3_08868	msp_1291
ext_mOTU_v3_17739	msp_1044
meta_mOTU_v3_13662	msp_1643c
meta_mOTU_v3_12448	msp_1110
meta_mOTU_v3_13204	msp_0942
ext_mOTU_v3_17447	msp_0979:0.5607843137254902,msp_1345c:0.4392156862745098
ref_mOTU_v3_03675	msp_0581
meta_mOTU_v3_14126	msp_1924
ref_mOTU_v3_07695	msp_1045
ref_mOTU_v3_07696	msp_0084
ext_mOTU_v3_18164	msp_1146:0.44388398486759145,msp_1710:0.5561160151324086
ext_mOTU_v3_26455	msp_0585:0.8334919124643198,msp_0839:0.1665080875356803
ref_mOTU_v3_02009	msp_0030
ref_mOTU_v3_09060	msp_1347c
ext_mOTU_v3_18064	msp_0091:0.7061320470092799,msp_1107:0.2938679529907201
ref_mOTU_v3_03807	msp_0329
meta_mOTU_v3_13245	msp_0580
ref_mOTU_v3_02302	msp_1786
meta_mOTU_v3_13789	msp_0363
ext_mOTU_v3_17993	msp_0205:0.4055158324821246,msp_1143:0.5944841675178754
meta_mOTU_v3_13264	msp_0436:0.3067421628830923,msp_0489:0.04324335344511206,msp_0722:0.05088479642419452,msp_1643c:0.599129687247601
meta_mOTU_v3_12337	msp_1063c:0.13862744016190884,msp_1327:0.8613725598380911
ext_mOTU_v3_26410	msp_0015:0.22832118380549854,msp_0018:0.31670488838136934,msp_0086:0.26423687564007137,msp_0180:0.06783773634221063,msp_0337:0.12289931583085012
ext_mOTU_v3_26484	msp_1775
ext_mOTU_v3_17648	msp_1009
ext_mOTU_v3_26209	msp_1508
ref_mOTU_v3_06282	msp_0195
ext_mOTU_v3_17811	msp_0155:0.7816406711057671,msp_0355:0.21835932889423296
ref_mOTU_v3_02366	msp_0971
meta_mOTU_v3_12763	msp_1665
ref_mOTU_v3_11605	msp_0076:0.26501790743872,msp_1353:0.35116305420175453,msp_1608c:0.38381903835952547
ref_mOTU_v3_06346	msp_1655c
meta_mOTU_v3_12363	msp_0094
ext_mOTU_v3_26747	msp_0057
ext_mOTU_v3_17471	msp_0271:0.3069053708439898,msp_0498:0.6930946291560102
ref_mOTU_v3_02969	msp_1584
ref_mOTU_v3_00719	msp_0573
ref_mOTU_v3_02019	msp_0437c
ext_mOTU_v3_18284	msp_1035
ext_mOTU_v3_18283	msp_1970
meta_mOTU_v3_14374	msp_0234
meta_mOTU_v3_13808	msp_0065:0.35272286004961534,msp_0171:0.21809795968008086,msp_1478:0.18082582823199334,msp_1604:0.24835335203831052
ref_mOTU_v3_01955	msp_1457
meta_mOTU_v3_13430	msp_0064
ref_mOTU_v3_03847	msp_0963c
ext_mOTU_v3_27007	msp_0107
ext_mOTU_v3_17829	msp_0104:0.195182911457086,msp_0259:0.5492497900443012,msp_1840:0.2555672984986129
ref_mOTU_v3_10163	msp_1300c:0.5934130080458582,msp_1397c:0.4065869919541419
meta_mOTU_v3_13278	msp_1588
meta_mOTU_v3_13006	msp_1279
ext_mOTU_v3_26627	msp_0051
meta_mOTU_v3_13736	msp_0173
ext_mOTU_v3_26453	msp_0125
ref_mOTU_v3_05943	msp_0108:0.3779706725096916,msp_0140:0.35471093881678745,msp_0633:0.267318388673521
ext_mOTU_v3_18305	msp_0069
meta_mOTU_v3_14036	msp_0689
ext_mOTU_v3_17972	msp_0183:0.727034349224925,msp_0375:0.272965650775075
ext_mOTU_v3_17596	msp_0072:0.2576004579563697,msp_0075:0.30310987219532837,msp_0373:0.4392896698483019
meta_mOTU_v3_13322	msp_0814
ext_mOTU_v3_17412	msp_1205
ext_mOTU_v3_18249	msp_1259c
ext_mOTU_v3_18151	msp_1386
ext_mOTU_v3_26255	msp_0333
ref_mOTU_v3_09386	msp_1671c
ref_mOTU_v3_05140	msp_0722
ref_mOTU_v3_01801	msp_0963c
ref_mOTU_v3_01942	msp_1329
ref_mOTU_v3_00095	msp_0005
ext_mOTU_v3_18282	msp_1306c:0.5767441860465116,msp_1860:0.4232558139534884
ext_mOTU_v3_18128	msp_0450:0.7290053603335319,msp_0451:0.2709946396664682
ref_mOTU_v3_01598	msp_0033
ext_mOTU_v3_17322	msp_1948
ref_mOTU_v3_00318	msp_0497
ext_mOTU_v3_27036	msp_0216:0.23998630646314462,msp_0982:0.34490932236622096,msp_1005:0.41510437117063437
meta_mOTU_v3_13879	msp_0443
ref_mOTU_v3_03626	msp_1244
meta_mOTU_v3_12898	msp_0632
ref_mOTU_v3_05384	msp_0266
meta_mOTU_v3_12812	msp_1052
ref_mOTU_v3_02795	msp_1782
ref_mOTU_v3_00084	msp_0157
ext_mOTU_v3_26962	msp_0314:0.39507764231135584,msp_0903:0.40552701484249876,msp_1347c:0.19939534284614555
ext_mOTU_v3_33178	msp_1060c:0.706280193236715,msp_1102:0.293719806763285
ref_mOTU_v3_00097	msp_0005:0.37578268489318206,msp_0626:0.254723880170007,msp_0754c:0.3694934349368108
ext_mOTU_v3_33163	msp_0751
ext_mOTU_v3_26402	msp_0015
ext_mOTU_v3_16402	msp_0707
ref_mOTU_v3_10234	msp_0573:0.17189188211904619,msp_0638:0.15734254394689282,msp_0942:0.1378968319175089,msp_1339:0.16651088898719393,msp_1513:0.16135614568675127,msp_1901:0.20500170734260684
ext_mOTU_v3_26887	msp_0053
ext_mOTU_v3_26354	msp_0282:0.1484294745416203,msp_0312:0.37074088484162565,msp_0490:0.3248386645418812,msp_1508:0.15599097607487267
meta_mOTU_v3_13836	msp_0557
meta_mOTU_v3_13784	msp_0902
ref_mOTU_v3_03351	msp_0691
meta_mOTU_v3_12897	msp_1205
ref_mOTU_v3_03066	msp_0092
ext_mOTU_v3_26927	msp_0208:0.19996470247435708,msp_0314:0.25080540133875245,msp_0663:0.24451129460973367,msp_0729:0.14787808835678504,msp_1347c:0.15684051322037165
meta_mOTU_v3_13125	msp_1069
ref_mOTU_v3_03691	msp_0212
ref_mOTU_v3_00547	msp_1770
ref_mOTU_v3_02151	msp_0180
ext_mOTU_v3_18295	msp_0524
ext_mOTU_v3_26576	msp_1061c:0.6672862453531598,msp_1817:0.3327137546468401
ref_mOTU_v3_02797	msp_1784
meta_mOTU_v3_14331	msp_0415
meta_mOTU_v3_12304	msp_0804
meta_mOTU_v3_13780	msp_0701
meta_mOTU_v3_14437	msp_1217
ref_mOTU_v3_03611	msp_0290
meta_mOTU_v3_12323	msp_0175
ref_mOTU_v3_02139	msp_1344c:0.6104651162790697,msp_1384:0.38953488372093026
