mOTU	msp
ext_mOTU_v3_26395	msp_0835
ext_mOTU_v3_17816	msp_1219
ext_mOTU_v3_26364	msp_0538
ext_mOTU_v3_26487	msp_1315
ext_mOTU_v3_17777	msp_0813:0.11642821904292057,msp_1083:0.8835717809570794
ext_mOTU_v3_26846	msp_0488:0.18973518400532605,msp_0649:0.09465401330040701,msp_0696:0.5075774810892314,msp_0744:0.20803332160503554
ext_mOTU_v3_26574	msp_0196:0.3674659115527613,msp_0543c:0.37283822020119345,msp_1841:0.2596958682460451
ext_mOTU_v3_26332	msp_0205:0.004912503230574644,msp_0453:0.020967858100320994,msp_0596:0.010509100548480211,msp_1021:0.3076809854254824,msp_1302:0.021018201096960423,msp_1347c:0.6349113515981814
ext_mOTU_v3_26532	msp_0263:0.875812632852865,msp_0419:0.12418736714713503
ref_mOTU_v3_06383	msp_1059c
ext_mOTU_v3_26352	msp_0089:0.3325489891180879,msp_0090:0.6601385566873256,msp_0196:0.007312454194586373
ext_mOTU_v3_17619	msp_0036:0.5529496471390397,msp_0046:0.4470503528609603
ext_mOTU_v3_17511	msp_1598
ext_mOTU_v3_15353	msp_1879
ext_mOTU_v3_17705	msp_0959
ref_mOTU_v3_04783	msp_0853c
ext_mOTU_v3_17980	msp_1508
ext_mOTU_v3_17733	msp_1661
ref_mOTU_v3_01594	msp_0058
ext_mOTU_v3_26300	msp_0312:0.9817975051412438,msp_0592:0.018202494858756236
ext_mOTU_v3_26711	msp_1244
ref_mOTU_v3_07734	msp_0163
ext_mOTU_v3_26363	msp_0422:0.4843205574912892,msp_1908:0.5156794425087108
ext_mOTU_v3_16278	msp_0669
ext_mOTU_v3_17329	msp_1244
ext_mOTU_v3_17452	msp_0003
meta_mOTU_v3_12802	msp_1338
ext_mOTU_v3_26741	msp_1178:0.9873475154390396,msp_1836:0.012652484560960435
meta_mOTU_v3_14267	msp_0683
ext_mOTU_v3_17523	msp_1594
ref_mOTU_v3_01298	msp_1287
ext_mOTU_v3_26351	msp_0090:0.3876828719173277,msp_0196:0.6123171280826724
ref_mOTU_v3_07671	msp_1125
ref_mOTU_v3_02949	msp_1191c
ref_mOTU_v3_07607	msp_0577
meta_mOTU_v3_12445	msp_0908
ext_mOTU_v3_26931	msp_0838:0.03893925797636352,msp_1023:0.9610607420236366
ref_mOTU_v3_02514	msp_0228
ext_mOTU_v3_26502	msp_1777
ext_mOTU_v3_17621	msp_0664
ext_mOTU_v3_18173	msp_0844c
meta_mOTU_v3_12263	msp_0614
ext_mOTU_v3_26996	msp_1220:0.036703735244913334,msp_1222:0.8808896458779201,msp_1237:0.08240661887716662
ext_mOTU_v3_18000	msp_0285:0.4677570867731387,msp_0777:0.5193070103443768,msp_1626:0.012935902882484732
ext_mOTU_v3_26936	msp_0424:0.426890756302521,msp_1654:0.573109243697479
ext_mOTU_v3_15348	msp_1371
meta_mOTU_v3_14121	msp_1044
ext_mOTU_v3_18017	msp_0420:0.49710312862108924,msp_1402:0.5028968713789108
ref_mOTU_v3_03804	msp_0347
ext_mOTU_v3_16419	msp_1573
ref_mOTU_v3_00288	msp_1418c:0.02348612686381366,msp_1543:0.9765138731361863
ref_mOTU_v3_03620	msp_0782
meta_mOTU_v3_13910	msp_0873
ref_mOTU_v3_07634	msp_0273
ext_mOTU_v3_27018	msp_1871
meta_mOTU_v3_12499	msp_0818
ext_mOTU_v3_17929	msp_0946:0.11436411397664119,msp_0999:0.3379588513129994,msp_1159:0.5476770347103594
ext_mOTU_v3_33655	msp_1112
ext_mOTU_v3_26640	msp_0213
ext_mOTU_v3_27003	msp_0272:0.9884965264474689,msp_0436:0.011503473552531234
ext_mOTU_v3_26524	msp_1355
ref_mOTU_v3_03069	msp_0032
ref_mOTU_v3_04545	msp_1168
ref_mOTU_v3_04652	msp_0086
ref_mOTU_v3_10829	msp_1386
ref_mOTU_v3_09093	msp_0647
ref_mOTU_v3_03343	msp_0018
ref_mOTU_v3_06035	msp_0409
ext_mOTU_v3_24609	msp_0785:0.16316518894530735,msp_0946:0.7267824341902062,msp_0999:0.11005237686448652
ext_mOTU_v3_26530	msp_0014
ext_mOTU_v3_18063	msp_0060
ext_mOTU_v3_16234	msp_1583
ref_mOTU_v3_03640	msp_0012
ref_mOTU_v3_01029	msp_1168
ext_mOTU_v3_17671	msp_0039
ext_mOTU_v3_17582	msp_0418:0.46175864262241767,msp_0456:0.5382413573775824
ext_mOTU_v3_26381	msp_1985
ext_mOTU_v3_17372	msp_0165
ext_mOTU_v3_17767	msp_0338:0.06137041006372148,msp_0580:0.1083627741632459,msp_0956:0.1101227264118369,msp_1838:0.5256240275435657,msp_1861:0.19452006181762993
ext_mOTU_v3_17923	msp_1418c:0.18014418005681784,msp_1543:0.8198558199431822
ref_mOTU_v3_03679	msp_0512
ext_mOTU_v3_26729	msp_1184:0.719327731092437,msp_1566:0.280672268907563
meta_mOTU_v3_13590	msp_0590
ref_mOTU_v3_07702	msp_0519
ext_mOTU_v3_17844	msp_0714c:0.1447807957472474,msp_0994:0.8552192042527527
ext_mOTU_v3_17892	msp_0566
ext_mOTU_v3_27013	msp_0498
ref_mOTU_v3_03600	msp_0243
ext_mOTU_v3_18285	msp_1690:0.17167381974248927,msp_1829:0.8283261802575107
ref_mOTU_v3_02158	msp_1070
ext_mOTU_v3_26704	msp_0942:0.19742468177126848,msp_1244:0.8025753182287315
ext_mOTU_v3_18273	msp_0098:0.8403256105197244,msp_1814:0.1596743894802755
meta_mOTU_v3_12839	msp_1324
ext_mOTU_v3_16424	msp_1133:0.920606185796636,msp_2048:0.07939381420336403
ref_mOTU_v3_05938	msp_1311
ext_mOTU_v3_26682	msp_0196:0.04857924481215541,msp_0335:0.011913019235910715,msp_0381:0.12289219843360526,msp_0417:0.05466848577561525,msp_0543c:0.1075306736294046,msp_0636:0.11151597487577743,msp_0637:0.1347087559752981,msp_1209:0.11886066703702772,msp_1241:0.2893309802252054
meta_mOTU_v3_12537	msp_0169
ext_mOTU_v3_17867	msp_0369:0.352665747191504,msp_1387:0.647334252808496
ext_mOTU_v3_17957	msp_0589c
meta_mOTU_v3_13453	msp_1636
meta_mOTU_v3_12530	msp_0744
meta_mOTU_v3_13233	msp_0556
ref_mOTU_v3_07704	msp_0305
ref_mOTU_v3_02381	msp_0075
meta_mOTU_v3_13429	msp_1390
ext_mOTU_v3_17990	msp_0545:0.042045990021340074,msp_0855:0.09310830764423907,msp_1100:0.01972705696206709,msp_1323:0.8039736408514709,msp_1342:0.04114500452088279
meta_mOTU_v3_14448	msp_0394
ext_mOTU_v3_26424	msp_1221:0.8227712137486572,msp_1233:0.17722878625134264
meta_mOTU_v3_12350	msp_0961
ref_mOTU_v3_11606	msp_0563
ext_mOTU_v3_18294	msp_0961:0.045202617963183825,msp_1139:0.00794557114736497,msp_1176:0.01503093801096963,msp_1372:0.011444380134165598,msp_1446:0.9203764927443161
ext_mOTU_v3_16208	msp_0391:0.02251351792837988,msp_0766:0.9774864820716201
ext_mOTU_v3_17678	msp_1317
ext_mOTU_v3_28958	msp_1558
meta_mOTU_v3_12730	msp_1088
ext_mOTU_v3_17561	msp_0819:0.05228523667544577,msp_1835:0.9477147633245543
ext_mOTU_v3_17456	msp_0783
ext_mOTU_v3_23461	msp_0477:0.10659781969121798,msp_0682:0.5160115122084216,msp_0932:0.3773906681003604
ext_mOTU_v3_26686	msp_0124:0.1148367009667564,msp_0350:0.10659895046914111,msp_0418:0.09732494598062345,msp_0456:0.3702479666668529,msp_0583:0.18964460902510055,msp_1520:0.12134682689152546
ext_mOTU_v3_26592	msp_0388
meta_mOTU_v3_13729	msp_0707
ext_mOTU_v3_17900	msp_0044:0.40509752600628246,msp_1529:0.5949024739937175
ext_mOTU_v3_26671	msp_0307:0.5334355322822124,msp_0506:0.04515140010172138,msp_0530:0.4214130676160663
ext_mOTU_v3_16142	msp_0946:0.04564080421686568,msp_0999:0.39013237111598703,msp_1436:0.5642268246671472
ext_mOTU_v3_17853	msp_0562
meta_mOTU_v3_13803	msp_0695
ext_mOTU_v3_17955	msp_1999
ref_mOTU_v3_07637	msp_1011
meta_mOTU_v3_14199	msp_1176
ext_mOTU_v3_18099	msp_1418c:0.5524481761178605,msp_1543:0.44755182388213965
ext_mOTU_v3_26208	msp_1597
ref_mOTU_v3_07738	msp_0709
meta_mOTU_v3_12887	msp_0773
ext_mOTU_v3_26512	msp_1100
ext_mOTU_v3_26409	msp_0052:0.18415632307122867,msp_1718:0.8158436769287712
ext_mOTU_v3_16177	msp_1492
meta_mOTU_v3_12275	msp_0685
ext_mOTU_v3_17839	msp_2090
ext_mOTU_v3_18037	msp_1380:0.21725222015364906,msp_1498:0.17628465863896095,msp_1921:0.44452183374377763,msp_2001:0.16194128746361242
ext_mOTU_v3_17560	msp_0819:0.05339638289938563,msp_1835:0.9385342546879237,msp_1996:0.008069362412690661
ext_mOTU_v3_16216	msp_1485
ext_mOTU_v3_24618	msp_0058
ext_mOTU_v3_17951	msp_0400
meta_mOTU_v3_12713	msp_0880
ext_mOTU_v3_17977	msp_1069
ref_mOTU_v3_08865	msp_0478
ref_mOTU_v3_05137	msp_0655
ext_mOTU_v3_17743	msp_0763
ext_mOTU_v3_17806	msp_1679
ext_mOTU_v3_17486	msp_0499
ext_mOTU_v3_26601	msp_0893
ref_mOTU_v3_01069	msp_1476
ref_mOTU_v3_02384	msp_1215:0.6847316310578427,msp_1600:0.3152683689421574
ext_mOTU_v3_17740	msp_0131:0.8660116123269317,msp_0413:0.13398838767306834
meta_mOTU_v3_13251	msp_0441
meta_mOTU_v3_13702	msp_0323
ref_mOTU_v3_07683	msp_1164
ref_mOTU_v3_01003	msp_0610
ext_mOTU_v3_33650	msp_0391:0.22195447705251153,msp_0423:0.1082942723201265,msp_0435:0.1798317295826918,msp_0670:0.3070024542408571,msp_0791:0.14567300489477475,msp_0874:0.037244061909038215
ext_mOTU_v3_17823	msp_1880:0.9726838962853979,msp_2000:0.02731610371460212
meta_mOTU_v3_12554	msp_0591
ext_mOTU_v3_18306	msp_1565
ext_mOTU_v3_16341	msp_0647:0.02083369297972959,msp_1305:0.9791663070202704
ext_mOTU_v3_17499	msp_2195
meta_mOTU_v3_14455	msp_1691
ext_mOTU_v3_26353	msp_1495
ext_mOTU_v3_26764	msp_0567:0.3035183116148113,msp_1314:0.6964816883851888
meta_mOTU_v3_13027	msp_0147
ext_mOTU_v3_26567	msp_2068
ref_mOTU_v3_01515	msp_0197
ext_mOTU_v3_17521	msp_1980
ext_mOTU_v3_15443	msp_0396
meta_mOTU_v3_13012	msp_0052
ext_mOTU_v3_26663	msp_0186:0.7044407187951932,msp_0337:0.29555928120480696
ext_mOTU_v3_26822	msp_0992
ext_mOTU_v3_26271	msp_0354
ext_mOTU_v3_26912	msp_0213:0.09157314594389744,msp_0276:0.04230868659513999,msp_1323:0.02577980149363989,msp_1652:0.19351305743407032,msp_2142:0.6468253085332523
ext_mOTU_v3_26314	msp_0036
ref_mOTU_v3_03643	msp_0067
meta_mOTU_v3_12246	msp_0498
meta_mOTU_v3_13147	msp_0723
ext_mOTU_v3_17986	msp_0181
ext_mOTU_v3_26738	msp_0005:0.11431865966480384,msp_0626:0.07109681025728896,msp_1815:0.8145845300779072
ext_mOTU_v3_17728	msp_1571c
ref_mOTU_v3_07723	msp_0625
ext_mOTU_v3_17344	msp_1244:0.9727663324887077,msp_1302:0.02723366751129228
ext_mOTU_v3_17327	msp_1051:0.8240000000000001,msp_1244:0.17599999999999996
ext_mOTU_v3_17531	msp_1273
ext_mOTU_v3_18092	msp_1738
ext_mOTU_v3_26291	msp_0022
ext_mOTU_v3_26342	msp_0085:0.9881138161560602,msp_1541:0.011886183843939873
meta_mOTU_v3_12387	msp_1156
meta_mOTU_v3_12560	msp_1263c
ext_mOTU_v3_26230	msp_2010
ext_mOTU_v3_17814	msp_0110:0.6789652300477365,msp_1076:0.24021156470736976,msp_1464:0.08082320524489366
ext_mOTU_v3_26733	msp_0716:0.4429101467978706,msp_0959:0.5570898532021293
ext_mOTU_v3_26466	msp_1447
ext_mOTU_v3_17485	msp_0499
ref_mOTU_v3_03700	msp_0538
ext_mOTU_v3_26394	msp_0396:0.3214976214909048,msp_0800:0.6785023785090951
ext_mOTU_v3_17442	msp_0303:0.23064995010160486,msp_0541:0.0031159935183524058,msp_1357:0.7662340563800427
ext_mOTU_v3_26219	msp_0757:0.1884686349457264,msp_1109:0.37093913159178205,msp_1373:0.4405922334624915
ext_mOTU_v3_26265	msp_0553:0.8477931576584712,msp_0751:0.15220684234152884
ext_mOTU_v3_15406	msp_0171:0.16221716223175736,msp_0868:0.6788989048974118,msp_1250:0.15888393287083083
ext_mOTU_v3_26582	msp_1163
meta_mOTU_v3_12259	msp_0374
ext_mOTU_v3_26274	msp_0781:0.025626218610930382,msp_1471c:0.9743737813890697
ext_mOTU_v3_26775	msp_0202
meta_mOTU_v3_13796	msp_1199
ext_mOTU_v3_26508	msp_0531
ext_mOTU_v3_26665	msp_1244
ext_mOTU_v3_26468	msp_1309
ext_mOTU_v3_26285	msp_0178
meta_mOTU_v3_13190	msp_0320
ext_mOTU_v3_26327	msp_0212
ext_mOTU_v3_33182	msp_1091:0.04172223837576799,msp_1323:0.09300096710576218,msp_1399:0.8652767945184698
ext_mOTU_v3_16140	msp_0946
meta_mOTU_v3_14264	msp_1142
ref_mOTU_v3_03604	msp_0546
ref_mOTU_v3_04395	msp_1773
ext_mOTU_v3_28747	msp_0031
ref_mOTU_v3_00091	msp_0100
ref_mOTU_v3_03647	msp_0176
ext_mOTU_v3_16247	msp_1039
ext_mOTU_v3_18044	msp_1336
ext_mOTU_v3_17762	msp_0266:0.01679867773386687,msp_0587:0.9832013222661331
ext_mOTU_v3_26875	msp_0726
ext_mOTU_v3_18074	msp_1239
ext_mOTU_v3_26698	msp_0583
ref_mOTU_v3_07700	msp_0726
ref_mOTU_v3_08483	msp_1444
meta_mOTU_v3_12286	msp_0456
ext_mOTU_v3_17998	msp_0331:0.04945137702698613,msp_0791:0.11896031465309213,msp_1323:0.5310092514705891,msp_1378:0.024725688513493067,msp_1581:0.27585336833583957
ext_mOTU_v3_17455	msp_1708
ref_mOTU_v3_07715	msp_0555
ref_mOTU_v3_11823	msp_1325
ext_mOTU_v3_17915	msp_0666
meta_mOTU_v3_12388	msp_1150
ref_mOTU_v3_02950	msp_1191c
ext_mOTU_v3_26702	msp_0846
ext_mOTU_v3_17950	msp_1859
ref_mOTU_v3_03587	msp_0183
ext_mOTU_v3_26499	msp_1462
ext_mOTU_v3_26396	msp_0236:0.5990071820077679,msp_0259:0.4009928179922322
ext_mOTU_v3_17954	msp_0394
ext_mOTU_v3_17318	msp_1323
ext_mOTU_v3_17967	msp_1997
ext_mOTU_v3_26907	msp_0365:0.06491085797788086,msp_0550:0.06551327893359205,msp_0745:0.6046300475455711,msp_0758:0.2649458155429558
ext_mOTU_v3_17494	msp_0669:0.010729372346614592,msp_1177:0.9892706276533855
ext_mOTU_v3_18040	msp_0376:0.23588924387646434,msp_0548:0.7641107561235356
ext_mOTU_v3_18130	msp_0388
ext_mOTU_v3_17306	msp_1766:0.10539748558464884,msp_1815:0.8946025144153512
meta_mOTU_v3_13117	msp_1303
ext_mOTU_v3_26523	msp_1708
meta_mOTU_v3_13347	msp_1240
meta_mOTU_v3_12783	msp_1179
ext_mOTU_v3_26701	msp_0538
ext_mOTU_v3_26303	msp_0813:0.003389429723585465,msp_0836:0.9966105702764146
ext_mOTU_v3_23491	msp_0106:0.22948268065469601,msp_0311:0.7039323329135521,msp_0734:0.013292607181430346,msp_1298:0.05329237925032167
ext_mOTU_v3_26490	msp_0782
ext_mOTU_v3_17913	msp_0734:0.017657358688620315,msp_0755c:0.9823426413113797
ext_mOTU_v3_26320	msp_0090:0.5668090228116757,msp_0196:0.4331909771883243
ext_mOTU_v3_17335	msp_1244
meta_mOTU_v3_14481	msp_1002
ext_mOTU_v3_17565	msp_0269:0.4972792615393794,msp_0643:0.49933305138821343,msp_0867:0.003387687072407147
ref_mOTU_v3_07598	msp_0349
ext_mOTU_v3_26739	msp_1488:0.43828588998753903,msp_1640:0.561714110012461
ext_mOTU_v3_26618	msp_0301
ext_mOTU_v3_17474	msp_1380:0.008900469584426429,msp_1452:0.9910995304155736
ext_mOTU_v3_17682	msp_0138:0.3483941997178915,msp_0166:0.6516058002821086
ext_mOTU_v3_16272	msp_0812:0.008012715689224369,msp_1529:0.9919872843107755
ext_mOTU_v3_17476	msp_0885
meta_mOTU_v3_12356	msp_0125
ext_mOTU_v3_17340	msp_0280
ext_mOTU_v3_26918	msp_0992:0.16166750764859322,msp_1018:0.003408611571670905,msp_1467:0.8349238807797359
ext_mOTU_v3_17946	msp_1984
ext_mOTU_v3_17653	msp_2046
ext_mOTU_v3_18069	msp_1505
ext_mOTU_v3_26370	msp_0029:0.8232101391946133,msp_0194:0.16561585255332845,msp_0436:0.011174008252058377
ref_mOTU_v3_07653	msp_1134
ext_mOTU_v3_26743	msp_1894
ext_mOTU_v3_26941	msp_2014
ref_mOTU_v3_00945	msp_0712
ref_mOTU_v3_01941	msp_0884
ext_mOTU_v3_26302	msp_0777
ref_mOTU_v3_05866	msp_1337c
meta_mOTU_v3_13652	msp_1108
ext_mOTU_v3_26669	msp_0017
ext_mOTU_v3_17598	msp_2009
meta_mOTU_v3_13616	msp_0944
meta_mOTU_v3_12463	msp_0777
ext_mOTU_v3_18267	msp_1005:0.107596769772621,msp_1429:0.892403230227379
ext_mOTU_v3_17617	msp_0046
ext_mOTU_v3_16195	msp_0412:0.20917710081796995,msp_1826:0.7908228991820301
ext_mOTU_v3_18246	msp_0687
ext_mOTU_v3_23635	msp_0256:0.046681555747401016,msp_0738:0.3185502389052208,msp_1350:0.3510360553480304,msp_1983:0.28373214999934787
ext_mOTU_v3_26623	msp_0245:0.5305939478130695,msp_1365:0.4498835687737961,msp_2066:0.01952248341313449
meta_mOTU_v3_12240	msp_0154
meta_mOTU_v3_12556	msp_0244
meta_mOTU_v3_13816	msp_1987
meta_mOTU_v3_12281	msp_0081
meta_mOTU_v3_12762	msp_0357
ref_mOTU_v3_07705	msp_0238
ref_mOTU_v3_07379	msp_0287
ext_mOTU_v3_26301	msp_0169
ext_mOTU_v3_17800	msp_0734:0.017231651404090734,msp_2007:0.9827683485959093
ext_mOTU_v3_16337	msp_0812
ext_mOTU_v3_18085	msp_0396
ext_mOTU_v3_26333	msp_0654
ext_mOTU_v3_26876	msp_0154
meta_mOTU_v3_12280	msp_0779
meta_mOTU_v3_12832	msp_0461
meta_mOTU_v3_13192	msp_0366
ref_mOTU_v3_00296	msp_1418c:0.689393542985715,msp_1543:0.31060645701428496
ext_mOTU_v3_24947	msp_0592:0.0036995711659202502,msp_1072:0.9963004288340798
ext_mOTU_v3_26288	msp_0587:0.885757325188112,msp_1044:0.11424267481188806
ext_mOTU_v3_17745	msp_1151:0.4448791721873677,msp_1463:0.5551208278126322
ref_mOTU_v3_06308	msp_0295:0.9944420936315382,msp_1523:0.005557906368461787
meta_mOTU_v3_13841	msp_1633
meta_mOTU_v3_12967	msp_1116
ext_mOTU_v3_17302	msp_0196:0.026596242898034708,msp_0326:0.9734037571019653
ext_mOTU_v3_26537	msp_1398
meta_mOTU_v3_13452	msp_1993
meta_mOTU_v3_13043	msp_1346c
ref_mOTU_v3_02620	msp_1697
ext_mOTU_v3_26201	msp_0303:0.17978041240561957,msp_0317:0.5816233011778447,msp_0541:0.05192664583580879,msp_1357:0.1866696405807272
ext_mOTU_v3_26504	msp_0388:0.9681192849493369,msp_0484:0.03188071505066315
ext_mOTU_v3_26964	msp_1051:0.02415056278951063,msp_1227c:0.014524114684600799,msp_1627:0.9613253225258885
ext_mOTU_v3_28940	msp_0345
ext_mOTU_v3_17644	msp_0800:0.8110992915237809,msp_0940:0.18890070847621912
ext_mOTU_v3_17909	msp_0218:0.02754023179474217,msp_1723:0.9724597682052578
meta_mOTU_v3_12765	msp_0084
ext_mOTU_v3_17627	msp_0275
ref_mOTU_v3_07600	msp_0261
ext_mOTU_v3_17910	msp_0218:0.004362140600171494,msp_0424:0.023959064113931245,msp_0952:0.008502477441012233,msp_1239:0.04377244965130536,msp_1723:0.9194038681935796
meta_mOTU_v3_13712	msp_0451
ext_mOTU_v3_17361	msp_1599
meta_mOTU_v3_12438	msp_1102
ext_mOTU_v3_26760	msp_1984
ext_mOTU_v3_26680	msp_0380:0.5674670986072889,msp_1237:0.432532901392711
ext_mOTU_v3_17779	msp_0040:0.3775623983449957,msp_0069:0.6224376016550044
ext_mOTU_v3_15386	msp_0916
ext_mOTU_v3_26915	msp_0022
ref_mOTU_v3_07596	msp_0256
ext_mOTU_v3_17317	msp_1323
ext_mOTU_v3_26287	msp_0306
ext_mOTU_v3_17332	msp_1244
ext_mOTU_v3_26443	msp_0240:0.02871006517543892,msp_0331:0.5357159614505493,msp_0534:0.03619964739511864,msp_0791:0.18960247563854027,msp_1251:0.05187488411761549,msp_1323:0.08636845332860256,msp_1378:0.07152851289413477
ext_mOTU_v3_15438	msp_0509:0.12895911620772332,msp_0552:0.019042208679795402,msp_1032:0.33034092448862457,msp_1091:0.5216577506238567
ext_mOTU_v3_17572	msp_0822
meta_mOTU_v3_12718	msp_1501
ext_mOTU_v3_26476	msp_2000
meta_mOTU_v3_12636	msp_0096
ext_mOTU_v3_26282	msp_0769:0.17948474597792283,msp_1674:0.8205152540220771
meta_mOTU_v3_13337	msp_0894
meta_mOTU_v3_12637	msp_0229
ext_mOTU_v3_28876	msp_0380:0.44698969536982497,msp_1599:0.4064921559521992,msp_1702:0.14651814867797588
ext_mOTU_v3_26257	msp_0625:0.44645161290322577,msp_1604:0.5535483870967741
ext_mOTU_v3_17882	msp_0622
ext_mOTU_v3_26609	msp_1244
ext_mOTU_v3_23769	msp_1311
ref_mOTU_v3_07691	msp_0594
meta_mOTU_v3_13778	msp_1424
ext_mOTU_v3_17675	msp_0942:0.9408945452083165,msp_1627:0.05910545479168352
ext_mOTU_v3_16391	msp_1402
ext_mOTU_v3_17467	msp_2211
meta_mOTU_v3_12480	msp_1113c
meta_mOTU_v3_14504	msp_1359
ext_mOTU_v3_26387	msp_1440
ext_mOTU_v3_26930	msp_1303:0.03215836608402458,msp_1536:0.9600419312779536,msp_1860:0.00779970263802189
ext_mOTU_v3_17480	msp_1575
meta_mOTU_v3_13660	msp_1094
ext_mOTU_v3_26992	msp_1158
ext_mOTU_v3_15402	msp_1994
ext_mOTU_v3_17953	msp_0153:0.15569517916952597,msp_0883:0.2197585655324393,msp_1612:0.6245462552980348
ext_mOTU_v3_26672	msp_0509
ext_mOTU_v3_17603	msp_0039
ext_mOTU_v3_17771	msp_0258
ext_mOTU_v3_17358	msp_1599
ref_mOTU_v3_10536	msp_1666
ext_mOTU_v3_26546	msp_0302:0.27963089968202504,msp_1269:0.720369100317975
ext_mOTU_v3_17468	msp_0356:0.3310637010756268,msp_0654:0.6689362989243732
ext_mOTU_v3_16183	msp_0828:0.2920625734950057,msp_0877:0.4168271671916183,msp_1647:0.291110259313376
ext_mOTU_v3_16201	msp_0638
ref_mOTU_v3_07649	msp_1211
ref_mOTU_v3_02371	msp_0838
ext_mOTU_v3_26549	msp_0844c
ext_mOTU_v3_17525	msp_2195
ext_mOTU_v3_26587	msp_0182:0.8986767963434771,msp_1123:0.10132320365652292
meta_mOTU_v3_13030	msp_0719
meta_mOTU_v3_12627	msp_0500
ext_mOTU_v3_16181	msp_0613
meta_mOTU_v3_13605	msp_1455
ref_mOTU_v3_07612	msp_0144
ext_mOTU_v3_26322	msp_0025
ext_mOTU_v3_17495	msp_0950c
ref_mOTU_v3_07625	msp_0779
ref_mOTU_v3_07694	msp_0789
meta_mOTU_v3_12261	msp_1367
meta_mOTU_v3_14098	msp_1161:0.9904874158440578,msp_1324:0.009512584155942323
ext_mOTU_v3_15429	msp_0402
ext_mOTU_v3_15426	msp_0362:0.083356356787038,msp_1380:0.29954072926724223,msp_1479:0.5431446781763427,msp_1601:0.06734033470514046,msp_1820:0.006617901064236526
ext_mOTU_v3_26307	msp_0952:0.034646978712114036,msp_1296c:0.9322646644575081,msp_1381:0.033088356830377974
meta_mOTU_v3_13323	msp_1526
ext_mOTU_v3_17625	msp_0339
ext_mOTU_v3_33176	msp_0388:0.3366238894373149,msp_0690:0.6633761105626851
ext_mOTU_v3_17355	msp_1541
meta_mOTU_v3_13065	msp_0870
meta_mOTU_v3_14207	msp_1435
ext_mOTU_v3_33787	msp_1216
meta_mOTU_v3_13565	msp_1198
meta_mOTU_v3_12751	msp_0704
ext_mOTU_v3_26667	msp_0999
ref_mOTU_v3_07709	msp_0686
ext_mOTU_v3_16197	msp_0134:0.42884595078403837,msp_0171:0.08212239888431763,msp_1041:0.48903165033164403
ext_mOTU_v3_16229	msp_0106:0.17534403587108954,msp_0311:0.17479571375966058,msp_0487:0.0456860147318411,msp_1298:0.6041742356374088
ext_mOTU_v3_17859	msp_1214
ref_mOTU_v3_03656	msp_1820
meta_mOTU_v3_13642	msp_1254
meta_mOTU_v3_13568	msp_0943
meta_mOTU_v3_12662	msp_0130
meta_mOTU_v3_13640	msp_0400
ext_mOTU_v3_16342	msp_0685:0.295546850353604,msp_1161:0.29700995357317633,msp_1612:0.4074431960732198
meta_mOTU_v3_12786	msp_0563
ext_mOTU_v3_17985	msp_0269:0.03320143378333734,msp_0342:0.0913554979255804,msp_1029:0.144198383980573,msp_1342:0.5311326412354284,msp_1468:0.20011204307508088
ext_mOTU_v3_26533	msp_2165
meta_mOTU_v3_14214	msp_0806
ext_mOTU_v3_18011	msp_1090
ext_mOTU_v3_26281	msp_1191c:0.09062276028286696,msp_1603c:0.9093772397171331
ext_mOTU_v3_26372	msp_0013:0.45608955270689383,msp_0076:0.10878893152978662,msp_0436:0.43512151576331953
ext_mOTU_v3_17820	msp_0259:0.037194376024290744,msp_2168:0.9628056239757092
meta_mOTU_v3_14272	msp_0226
ext_mOTU_v3_26554	msp_0844c
ref_mOTU_v3_07743	msp_0330
ref_mOTU_v3_05920	msp_1590c
ref_mOTU_v3_08185	msp_0769:0.04109653898963117,msp_0952:0.9589034610103688
meta_mOTU_v3_14306	msp_0355
meta_mOTU_v3_12871	msp_0390
ext_mOTU_v3_26358	msp_0124:0.4518114144469551,msp_0291:0.5481885855530448
ext_mOTU_v3_26191	msp_0264:0.25,msp_0316:0.75
ext_mOTU_v3_17970	msp_1983
meta_mOTU_v3_13794	msp_0165
ref_mOTU_v3_03678	msp_0698
ext_mOTU_v3_26206	msp_1050
ext_mOTU_v3_15378	msp_1870
meta_mOTU_v3_12972	msp_0892
ref_mOTU_v3_02373	msp_0227
ext_mOTU_v3_26566	msp_1799
ext_mOTU_v3_17692	msp_1494c
ext_mOTU_v3_17778	msp_0226
ref_mOTU_v3_06956	msp_0134
ref_mOTU_v3_11382	msp_0648
ext_mOTU_v3_23682	msp_0106:0.04621243769723763,msp_0311:0.02772746261834258,msp_0734:0.9260600996844198
ext_mOTU_v3_16134	msp_0562:0.0417081421113685,msp_0785:0.41451485046737885,msp_0946:0.12484821347244082,msp_0999:0.30228792629629164,msp_1159:0.11664086765252012
ext_mOTU_v3_17448	msp_1374:0.010678153445434763,msp_1413:0.06211096020946639,msp_1442:0.9272108863450989
ref_mOTU_v3_03281	msp_1063c:0.17214759690748208,msp_1327:0.827852403092518
ext_mOTU_v3_24926	msp_1012
ext_mOTU_v3_15357	msp_1123:0.29025907897714204,msp_1145:0.7097409210228579
ext_mOTU_v3_26656	msp_0195:0.9934881785430463,msp_0510:0.006511821456953792
ext_mOTU_v3_26613	msp_0005:0.072416947277119,msp_0341:0.9275830527228809
meta_mOTU_v3_14166	msp_0930
meta_mOTU_v3_13480	msp_1458
